;x;y;z;u
0;1.0815452902253297;-1.1844056271823702;-0.7050427810183524;-0.07117494881869085
1;0.9934132532129908;-1.2660336291812644;-0.7555158011505424;-0.06446890497036774
2;0.9514423416051011;-1.0208851906781646;-0.976304115417359;-0.07618002293989244
3;-0.9172704543795247;0.5701475386524592;-1.453260119324737;0.06503533392333484
4;-0.8087194067476962;0.6424173392224001;-1.4129262895172674;0.05926887624052324
5;-1.0459919908672388;0.662386313530245;-1.364576864672791;0.08040638759024757
6;-0.49323960274400247;1.5938024848856767;1.1238965120313975;-0.026089078865822714
7;-0.4131794510309299;1.6329582548857944;0.931496254253856;-0.021288293755278916
8;-0.39195055066153495;1.6456428370903353;0.9174984270765079;-0.019876111884778423
9;0.6281149064608872;1.5905852204646092;0.5007678146421453;0.024048808958737147
10;0.32163064292743254;1.7109649203691486;0.36864728840239763;0.008372929378587052
11;0.48690713652427764;1.587648846242577;0.13117708925006855;0.005403018826003314
12;-1.1666000023315757;1.0246291915349868;-0.6195319139657647;0.07713426223165025
13;-1.183325499014562;1.0350283514462855;-0.5346916441585731;0.07012305982919691
14;-1.4765490664723733;0.9003892191914494;-0.3838233549629666;0.07068148083414491
15;1.3294365003013757;0.7404876635277122;1.002608429936612;0.118811272905184
16;1.300747026492694;0.653064905258417;1.1011479942877649;0.117774619853846
17;1.3229400216422185;0.9549210969852817;1.0091242891479393;0.10917613782670668
18;-0.5517842532725832;-1.3435718515888255;-0.5270620582519322;0.026998530815973885
19;0.04250338351786587;-1.35648268139372;-0.22940855017687534;-0.0009865163552131642
20;-0.7780163700211633;-1.3335077947796465;-0.5801943189944698;0.04113976838085831
21;-0.44003104199512644;0.7480328675915137;-1.202293636319583;0.037267656390076925
22;-0.48158579038857835;0.7864911246758113;-1.1671452838362162;0.040944177727109475
23;-0.5528440594593096;0.8898486552879182;-1.0319702275331126;0.046807075408183046
24;-1.0901352428910243;1.072506888609596;-0.5701923748244716;0.06649638094057855
25;-1.1164941066417986;1.0823329696730106;-0.48163731836206003;0.05958948894808021
26;-1.0250966360007827;1.0919276184565379;-0.5555314060826424;0.06075722822287012
27;-1.5273399972550368;-0.02271909564073979;-1.247173066590748;0.1413515620835861
28;-1.3107364633944372;-0.32796773072323643;-1.3601156843231152;0.10831521169585034
29;-1.4074104833593282;-0.032825483571867736;-1.3876659018363908;0.11541862602210852
30;0.3866450749527153;1.6463123734390646;0.7559181158793093;0.018324338369469163
31;0.3638100421980748;1.6461868077516268;0.7778134516356157;0.017473386934132494
32;0.19665385776002814;1.7933008556674153;0.627871001769103;0.0070452973657417275
33;0.7636243237091657;0.20765009193225772;1.5118670709355426;0.0525302420946794
34;1.0018730922768415;0.2937507288264598;1.4069024668124452;0.07904425955976443
35;0.9859774381055257;0.1714184055478885;1.40227272564473;0.0790988238151677
36;0.5027260194694094;-1.4786092911723605;0.7289928085747309;0.02740763200869294
37;0.6118798709457767;-1.4466067733756378;0.49597011810461233;0.02642227725395028
38;0.6198477204233273;-1.4653445221163794;0.6102412007763721;0.030702645057998676
39;1.21886864563424;0.04795867960472796;-0.7489340412858083;-0.11247943615007769
40;1.1593351971867234;0.03006027466475948;-0.9449662024116467;-0.11547999957526871
41;1.0631612707552496;-0.05955156562489278;-1.243524556501254;-0.09856300205703557
42;-0.2087061179127476;0.5321418565130649;1.5383185602583789;-0.013076673540532756
43;-0.20728449131400148;0.6171838714341027;1.521392162420524;-0.013105367859066136
44;0.04059947103885589;0.3689727018309157;1.568278219709898;0.0024788718638818676
45;0.4987674691437575;-1.1414226793574906;-1.2397734531609794;-0.03495551322740668
46;0.5177617805904545;-1.3323053551104662;-0.8656057437588311;-0.03390019044899392
47;0.6707853199071784;-1.1266262526365827;-1.1410430775413811;-0.04971675323783498
48;-0.6930429778212395;-0.35779568026273423;1.5543907633180125;-0.043521580138130546
49;-0.744284947951612;-0.5191028001046342;1.5435145842952869;-0.04633281777798609
50;-0.9749522561260096;-0.017616074577951196;1.5239513802594826;-0.06629360175593545
51;-1.1464048091482433;1.2367351417703412;0.8015333178838234;-0.07779603270191215
52;-1.6790293538926824;0.7242004963028039;0.7683089956954081;-0.1409402143409482
53;-1.197014642023788;1.109628707080183;0.9447455868572682;-0.09142283377457443
